evaluation_id,order_id,rating,content,evaluation_time
71073,31734,4,,2025-01-14 14:04:33
71074,31735,5,整体体验五星好评，特别值得！,2025-01-13 05:04:35
71075,31736,2,,2025-01-13 13:05:36
71076,31737,5,,2025-01-13 08:08:33
71077,31739,5,,2025-01-13 07:09:03
71078,31741,5,,2025-01-13 15:10:37
71079,31742,5,,2025-01-13 11:13:29
71080,31743,4,第一次尝试，比预期好，会常点。,2025-01-13 16:13:29
71081,31744,4,送餐员亲切，服务真的一级棒。,2025-01-13 06:13:35
71082,31745,4,整体体验五星好评，特别值得！,2025-01-14 11:13:37
71083,31746,5,价格便宜实惠，不亏，性价比超高！,2025-01-13 19:14:13
71084,31747,4,菜品香浓，分量十足，我非常喜欢！,2025-01-12 20:16:10
71085,31748,4,食材新鲜，有嚼劲，味道真的让人回味！,2025-01-14 01:17:23
71086,31750,5,,2025-01-12 20:19:34
71087,31751,1,,2025-01-13 06:19:54
71088,31753,5,送餐员特别友好，服务真的一级棒。,2025-01-13 00:22:09
71089,31754,4,菜品绝佳，令人满意，我非常满意！,2025-01-14 10:22:32
71090,31756,5,送餐员礼貌，服务真的值得表扬。,2025-01-14 09:23:15
71091,31759,4,,2025-01-13 21:24:18
71092,31760,5,,2025-01-13 11:25:18
71093,31762,4,,2025-01-12 22:27:05
71094,31764,5,,2025-01-13 09:27:24
71095,31766,5,整体体验完美，特别值得！,2025-01-13 10:28:05
71096,31768,4,,2025-01-14 05:28:37
71097,31769,4,,2025-01-14 02:28:40
71098,31771,1,,2025-01-12 23:29:03
71099,31772,5,,2025-01-13 17:29:11
71100,31775,4,,2025-01-13 00:30:15
71101,31776,4,包装高端大气，餐具贴心，细节很用心。,2025-01-13 03:30:29
71102,31777,4,,2025-01-13 19:30:48
71103,31778,5,整体体验非常棒，特别无可挑剔！,2025-01-12 20:31:44
71104,31779,3,,2025-01-13 23:34:08
71105,31780,4,太惊艳了，很惊喜！,2025-01-14 13:34:14
71106,31782,4,整体体验五星好评，特别值得！,2025-01-14 01:35:15
71107,31783,4,,2025-01-13 20:35:31
71108,31786,5,包装严密，餐具齐全，细节无可挑剔。,2025-01-14 07:36:10
71109,31787,4,餐厅环境安静，用餐氛围有格调。,2025-01-13 05:36:18
71110,31788,5,,2025-01-14 07:36:21
71111,31789,5,,2025-01-13 03:36:32
71112,31790,5,,2025-01-13 23:37:14
71113,31792,4,配送非常快，服务态度友好，体验无可挑剔。,2025-01-13 14:37:49
71114,31793,4,,2025-01-13 08:38:56
71115,31795,4,价格便宜实惠，物超所值，性价比超高！,2025-01-13 01:40:50
71116,31796,5,,2025-01-14 14:40:58
71117,31798,4,第一次尝试，超乎想象，会再来光顾。,2025-01-12 22:45:31
71118,31799,4,价格合理，不亏，性价比超高！,2025-01-14 03:46:22
71119,31800,3,,2025-01-13 04:47:22
71120,31801,4,第一次尝试，比预期好，会再次购买。,2025-01-14 14:47:28
71121,31804,5,,2025-01-14 15:48:00
71122,31805,4,价格便宜实惠，超高性价比，性价比超高！,2025-01-14 16:48:17
71123,31806,4,,2025-01-14 14:48:21
71124,31808,4,,2025-01-14 05:50:06
71125,31809,2,餐具油渍，不干净，真的很失望。,2025-01-14 11:50:32
71126,31810,4,,2025-01-13 00:50:36
71127,31811,4,食材色香俱佳，入口即化，味道真的赞不绝口！,2025-01-12 21:52:04
71128,31812,5,,2025-01-14 15:53:27
71129,31813,1,,2025-01-13 18:54:50
71130,31814,3,,2025-01-14 03:56:00
71131,31815,5,,2025-01-14 13:56:08
71132,31817,4,,2025-01-13 14:59:17
71133,31818,4,配送快速，服务态度周到，体验很棒。,2025-01-13 12:59:33
71134,31822,2,,2025-01-13 23:01:51
71135,31823,5,,2025-01-14 08:02:54
71136,31824,5,,2025-01-13 01:02:58
71137,31825,5,,2025-01-13 09:03:42
71138,31826,5,,2025-01-12 21:05:31
71139,31827,3,,2025-01-13 11:06:05
71140,31828,5,,2025-01-13 23:06:24
71141,31829,5,包装高端大气，餐具实用，细节细节到位。,2025-01-14 12:06:27
71142,31830,4,包装精美，餐具齐全，细节令人感动。,2025-01-13 21:07:20
71143,31831,5,,2025-01-13 01:08:50
71144,31832,4,价格划算，不亏，性价比超高！,2025-01-14 19:09:29
71145,31834,4,食材爽口，有嚼劲，味道真的让人回味！,2025-01-13 23:11:42
71146,31836,5,,2025-01-14 17:12:18
71147,31837,5,送餐员礼貌，服务真的赞。,2025-01-14 18:12:39
71148,31838,3,餐具不卫生，不卫生，真的很失望。,2025-01-12 20:12:52
71149,31839,4,,2025-01-13 01:13:36
71150,31841,5,包装环保，餐具实用，细节专业水准。,2025-01-14 00:14:51
71151,31844,5,菜品入味，非常足，我非常满足！,2025-01-14 03:15:56
71152,31845,4,,2025-01-13 16:16:46
71153,31846,5,第一次尝试，超乎想象，会常点。,2025-01-13 06:18:08
71154,31847,4,包装整洁，餐具实用，细节专业水准。,2025-01-14 11:18:12
71155,31849,5,,2025-01-13 16:18:33
71156,31851,4,第一次尝试，让我惊讶，会常点。,2025-01-14 03:18:36
71157,31853,5,,2025-01-14 19:19:15
71158,31856,5,配送无延误，服务态度友好，体验完美。,2025-01-12 21:22:24
71159,31857,4,,2025-01-13 04:22:39
71160,31858,5,整体体验五星好评，特别无可挑剔！,2025-01-14 07:24:07
71161,31859,5,,2025-01-13 06:24:59
71162,31861,5,送餐员热心，服务真的赞。,2025-01-14 13:25:50
71163,31862,4,,2025-01-14 03:26:14
71164,31863,4,,2025-01-14 03:26:25
71165,31864,4,整体体验完美，特别无可挑剔！,2025-01-13 13:26:39
71166,31866,5,送餐员热心，服务真的一级棒。,2025-01-14 13:27:54
71167,31868,5,太惊艳了，超乎想象！,2025-01-13 04:29:06
71168,31869,5,配送快速，服务态度周到，体验完美。,2025-01-13 10:31:37
71169,31870,5,餐厅环境整洁，用餐氛围有格调。,2025-01-14 18:31:42
71170,31871,5,菜品入味，适中，我非常开心！,2025-01-14 16:31:46
71171,31874,5,,2025-01-14 05:33:19
71172,31875,4,,2025-01-14 08:37:21
71173,31876,5,送餐员礼貌，服务真的超级棒。,2025-01-14 04:38:11
71174,31877,4,,2025-01-13 00:38:13
71175,31878,4,价格便宜实惠，物超所值，性价比超高！,2025-01-13 19:38:20
71176,31879,5,包装整洁，餐具实用，细节专业水准。,2025-01-13 03:39:04
71177,31880,4,,2025-01-13 11:39:15
71178,31881,5,,2025-01-13 04:40:06
71179,31883,1,,2025-01-14 12:41:31
71180,31884,4,菜品鲜美，适中，我非常喜欢！,2025-01-14 06:42:11
71181,31886,4,送餐员热心，服务真的超级棒。,2025-01-12 23:43:35
71182,31887,5,,2025-01-13 04:43:40
71183,31888,2,,2025-01-14 03:43:59
71184,31891,4,,2025-01-14 08:44:09
71185,31892,5,,2025-01-14 13:44:24
71186,31893,4,,2025-01-12 21:44:28
71187,31895,5,食材充满活力，入口即化，味道真的一流！,2025-01-13 20:45:23
71188,31896,5,,2025-01-13 21:46:47
71189,31898,5,,2025-01-13 01:47:09
71190,31899,2,,2025-01-14 16:47:10
71191,31900,4,,2025-01-13 12:47:11
71192,31901,4,,2025-01-14 17:48:26
71193,31905,4,,2025-01-14 05:49:28
71194,31906,1,价格太贵，性价比低，不会再也不来了。,2025-01-14 02:50:06
71195,31908,5,餐厅环境有氛围，用餐氛围不错。,2025-01-13 01:51:11
71196,31909,4,第一次尝试，超乎想象，会继续支持。,2025-01-14 05:51:38
71197,31910,4,菜品可口，恰到好处，我非常惊喜！,2025-01-12 23:52:13
71198,31913,1,菜品口感差，分量少，让我很不开心。,2025-01-13 10:54:46
71199,31914,4,,2025-01-13 11:57:50
71200,31916,5,,2025-01-14 06:58:24
71201,31917,1,,2025-01-14 00:59:01
71202,31918,4,,2025-01-14 09:59:13
71203,31919,5,,2025-01-13 05:00:10
71204,31920,4,,2025-01-13 22:00:10
71205,31921,5,配送非常快，服务态度专业，体验完美。,2025-01-13 01:00:45
71206,31922,4,,2025-01-14 16:00:52
71207,31923,5,,2025-01-13 10:01:07
71208,31925,4,菜品惊艳，恰到好处，我非常喜欢！,2025-01-14 04:02:14
71209,31926,5,,2025-01-13 20:02:29
71210,31927,5,,2025-01-13 16:02:43
71211,31928,4,餐厅环境安静，用餐氛围有格调。,2025-01-14 01:03:03
71212,31929,5,,2025-01-14 09:03:11
71213,31932,5,,2025-01-14 20:04:46
71214,31933,4,,2025-01-14 03:04:50
71215,31934,5,,2025-01-13 08:05:15
71216,31935,4,太惊艳了，完全超预期！,2025-01-13 13:05:40
71217,31936,5,价格亲民，超高性价比，性价比超高！,2025-01-14 17:05:53
71218,31937,5,,2025-01-14 04:05:54
71219,31939,4,,2025-01-13 21:06:05
71220,31940,4,餐厅环境有氛围，用餐氛围有格调。,2025-01-14 00:06:10
71221,31941,4,,2025-01-13 13:06:32
71222,31942,4,第一次尝试，比预期好，会再来光顾。,2025-01-14 19:06:53
71223,31943,5,送餐员亲切，服务真的一级棒。,2025-01-14 11:07:01
71224,31944,5,,2025-01-13 02:08:08
71225,31945,5,包装环保，餐具干净，细节专业水准。,2025-01-13 07:08:13
71226,31947,4,整体体验值得点赞，特别推荐！,2025-01-14 06:08:45
71227,31948,4,菜品入味，非常足，我非常开心！,2025-01-14 14:08:49
71228,31949,4,价格合理，超高性价比，性价比超高！,2025-01-13 08:08:50
71229,31950,4,,2025-01-13 23:08:58
71230,31951,5,,2025-01-13 01:09:15
71231,31954,5,,2025-01-14 10:10:22
71232,31958,4,,2025-01-14 03:11:53
71233,31960,4,,2025-01-14 12:14:06
71234,31961,4,,2025-01-13 07:14:08
71235,31962,4,第一次尝试，超乎想象，会继续支持。,2025-01-14 03:14:22
71236,31963,5,餐厅环境安静，用餐氛围让人放松。,2025-01-13 19:15:13
71237,31964,5,整体体验值得点赞，特别值得！,2025-01-13 20:15:29
71238,31965,1,,2025-01-13 00:15:33
71239,31966,5,太惊艳了，出乎意料！,2025-01-14 13:15:34
71240,31969,5,价格超值，物超所值，性价比超高！,2025-01-12 22:16:00
71241,31970,5,,2025-01-14 04:16:04
71242,31971,2,等待时间太久，超慢，不太满意。,2025-01-13 04:16:31
71243,31972,4,菜品丰富，令人满意，我非常满意！,2025-01-14 13:16:40
71244,31974,5,,2025-01-14 06:17:02
71245,31975,4,配送提前送达，服务态度友好，体验愉快。,2025-01-14 18:17:50
71246,31976,4,餐厅环境整洁，用餐氛围不错。,2025-01-14 04:18:42
71247,31978,4,,2025-01-13 16:18:56
71248,31979,4,整体体验非常棒，特别无可挑剔！,2025-01-13 03:18:58
71249,31980,5,包装整洁，餐具实用，细节很用心。,2025-01-13 17:19:58
71250,31981,4,,2025-01-14 06:20:00
71251,31982,5,食材健康，有嚼劲，味道真的让人回味！,2025-01-13 10:20:37
71252,31983,3,,2025-01-13 08:20:38
71253,31984,4,餐厅环境整洁，用餐氛围让人放松。,2025-01-13 14:20:57
71254,31985,4,,2025-01-13 04:21:04
71255,31986,4,,2025-01-14 02:21:05
71256,31987,5,,2025-01-14 05:21:15
71257,31989,5,,2025-01-13 19:21:43
71258,31990,5,第一次尝试，让我惊讶，会推荐给朋友。,2025-01-13 14:21:45
71259,31991,5,整体体验特别好，特别推荐！,2025-01-13 14:22:20
71260,31993,2,服务员冷漠，态度让我生气。,2025-01-14 07:22:46
71261,31994,2,菜品寡淡，分量少，让我很不满。,2025-01-13 23:22:55
71262,31995,5,包装严密，餐具卫生，细节无可挑剔。,2025-01-14 00:22:56
71263,31996,5,包装高端大气，餐具实用，细节专业水准。,2025-01-13 08:23:01
71264,31998,5,,2025-01-13 20:23:45
71265,32000,4,,2025-01-14 06:24:16
71266,32001,4,,2025-01-12 23:25:20
71267,32002,4,价格合理，超高性价比，性价比超高！,2025-01-13 05:25:29
71268,32003,4,配送非常快，服务态度热情，体验很棒。,2025-01-14 07:25:39
71269,32004,5,整体体验完美，特别推荐！,2025-01-12 22:26:23
71270,32005,5,,2025-01-12 22:26:51
71271,32007,4,,2025-01-12 23:27:07
71272,32008,3,价格不值这个钱，不实惠，不会再也不来了。,2025-01-13 03:27:07
71273,32009,5,第一次尝试，超乎想象，会再次购买。,2025-01-14 00:28:15
71274,32010,3,,2025-01-13 17:28:26
71275,32011,4,,2025-01-13 15:28:40
71276,32014,4,,2025-01-14 06:29:24
71277,32015,5,送餐员礼貌，服务真的很贴心。,2025-01-13 11:29:25
71278,32016,5,配送提前送达，服务态度友好，体验愉快。,2025-01-13 18:29:26
71279,32018,4,第一次尝试，值得推荐，会再次购买。,2025-01-13 12:29:48
71280,32020,4,,2025-01-13 23:00:40
71281,32021,5,,2025-01-13 22:01:29
71282,32022,5,,2025-01-14 05:01:39
71283,32023,5,送餐员特别友好，服务真的超级棒。,2025-01-13 20:03:02
71284,32026,4,送餐员热心，服务真的赞。,2025-01-15 01:05:11
71285,32027,5,整体体验五星好评，特别值得！,2025-01-14 07:05:24
71286,32029,5,餐厅环境整洁，用餐氛围不错。,2025-01-14 21:05:43
71287,32030,4,,2025-01-13 22:06:03
71288,32033,5,菜品惊艳，恰到好处，我非常满足！,2025-01-13 15:08:13
71289,32036,5,,2025-01-14 18:09:44
71290,32037,5,,2025-01-13 13:10:33
71291,32039,5,第一次尝试，让我惊讶，会常点。,2025-01-13 21:11:23
71292,32040,2,味道奇怪的味道，完全和描述不符。,2025-01-15 06:12:25
71293,32041,1,配送耽误用餐，不耐烦，体验糟糕。,2025-01-15 03:12:41
71294,32042,5,餐厅环境温馨，用餐氛围温暖。,2025-01-14 10:13:44
71295,32043,5,配送非常快，服务态度周到，体验超出预期。,2025-01-15 05:13:47
71296,32044,5,,2025-01-15 10:13:49
71297,32045,2,,2025-01-13 22:15:29
71298,32046,3,,2025-01-13 22:15:33
71299,32047,4,,2025-01-14 10:16:24
71300,32049,4,,2025-01-14 17:18:13
71301,32050,5,,2025-01-14 22:18:19
71302,32051,4,食材爽口，口感细腻，味道真的让人回味！,2025-01-15 00:18:39
71303,32053,4,菜品可口，恰到好处，我非常惊喜！,2025-01-14 16:19:53
71304,32055,5,,2025-01-14 23:20:13
71305,32057,3,配送迟到，不耐烦，体验差强人意。,2025-01-15 07:20:25
71306,32058,4,,2025-01-14 02:20:39
71307,32060,4,价格便宜实惠，很值得，性价比超高！,2025-01-15 02:21:26
71308,32061,5,菜品丰富，适中，我非常惊喜！,2025-01-13 16:21:38
71309,32062,5,,2025-01-13 14:22:55
71310,32063,5,,2025-01-15 10:22:59
71311,32064,5,,2025-01-14 23:23:12
71312,32065,5,第一次尝试，超乎想象，会再来光顾。,2025-01-15 01:23:19
71313,32066,5,价格合理，很值得，性价比超高！,2025-01-14 20:24:02
71314,32067,4,餐厅环境舒适，用餐氛围温暖。,2025-01-13 12:24:56
71315,32068,4,送餐员亲切，服务真的赞。,2025-01-13 13:25:37
71316,32069,5,,2025-01-13 19:25:45
71317,32070,4,,2025-01-14 18:25:58
71318,32072,5,价格亲民，物超所值，性价比超高！,2025-01-15 00:27:08
71319,32073,4,,2025-01-15 04:27:35
71320,32074,4,,2025-01-15 11:29:26
71321,32076,4,第一次尝试，超乎想象，会推荐给朋友。,2025-01-14 06:30:04
71322,32077,5,菜品鲜美，非常足，我非常惊喜！,2025-01-15 11:30:43
71323,32078,5,,2025-01-15 02:31:43
71324,32079,4,配送无延误，服务态度贴心，体验愉快。,2025-01-15 11:31:59
71325,32080,4,整体体验值得点赞，特别推荐！,2025-01-14 13:32:17
71326,32081,4,食材色香俱佳，软硬适中，味道真的赞不绝口！,2025-01-14 22:32:30
71327,32082,4,整体体验五星好评，特别满意度爆表！,2025-01-15 09:32:55
71328,32083,5,餐厅环境安静，用餐氛围特别棒。,2025-01-14 19:33:01
71329,32084,5,,2025-01-14 06:33:07
71330,32085,4,,2025-01-15 10:33:31
71331,32087,5,,2025-01-14 19:34:04
71332,32088,5,,2025-01-14 09:34:18
71333,32089,5,,2025-01-13 22:34:32
71334,32091,5,太惊艳了，超乎想象！,2025-01-14 23:35:11
71335,32092,4,餐厅环境有氛围，用餐氛围特别棒。,2025-01-13 14:35:14
71336,32093,4,价格便宜实惠，不亏，性价比超高！,2025-01-13 15:35:46
71337,32095,3,配送超时，敷衍，体验不愉快。,2025-01-13 19:37:25
71338,32097,5,第一次尝试，超乎想象，会再次购买。,2025-01-14 14:38:16
71339,32101,5,餐厅环境温馨，用餐氛围不错。,2025-01-14 03:40:16
71340,32102,5,,2025-01-15 09:40:33
71341,32104,4,第一次尝试，让我惊讶，会常点。,2025-01-15 00:42:01
71342,32105,4,配送准时，服务态度周到，体验愉快。,2025-01-15 09:42:36
71343,32106,5,餐厅环境整洁，用餐氛围有格调。,2025-01-14 08:43:21
71344,32109,4,太香喷喷了，出乎意料！,2025-01-14 05:45:00
71345,32110,4,食材爽口，层次丰富，味道真的一流！,2025-01-14 13:47:01
71346,32111,5,包装高端大气，餐具干净，细节专业水准。,2025-01-14 13:48:18
71347,32112,5,,2025-01-13 16:48:44
71348,32113,1,,2025-01-15 03:48:59
71349,32114,4,,2025-01-15 06:49:07
71350,32116,5,,2025-01-15 08:49:48
71351,32117,5,整体体验五星好评，特别值得！,2025-01-13 12:50:36
71352,32118,5,餐厅环境有氛围，用餐氛围有格调。,2025-01-14 01:50:36
71353,32119,5,配送准时，服务态度友好，体验完美。,2025-01-14 06:51:12
71354,32124,5,菜品入味，恰到好处，我非常喜欢！,2025-01-13 16:52:31
71355,32126,4,配送非常快，服务态度周到，体验超出预期。,2025-01-13 23:52:49
71356,32128,4,,2025-01-15 11:53:10
71357,32129,4,太香喷喷了，意外地好！,2025-01-13 21:53:22
71358,32130,4,送餐员亲切，服务真的值得表扬。,2025-01-13 14:53:32
71359,32131,4,配送快速，服务态度热情，体验无可挑剔。,2025-01-14 17:53:42
71360,32133,5,第一次尝试，值得推荐，会推荐给朋友。,2025-01-15 08:54:11
71361,32134,4,配送无延误，服务态度周到，体验愉快。,2025-01-15 04:54:21
71362,32137,5,第一次尝试，比预期好，会再来光顾。,2025-01-14 07:55:53
71363,32138,4,太香喷喷了，很惊喜！,2025-01-14 11:56:11
71364,32139,5,包装精美，餐具贴心，细节无可挑剔。,2025-01-13 21:56:20
71365,32140,1,,2025-01-14 14:56:50
71366,32141,4,,2025-01-13 21:56:57
71367,32142,5,价格亲民，物超所值，性价比超高！,2025-01-14 03:57:08
71368,32143,4,,2025-01-13 13:57:16
71369,32144,4,,2025-01-13 22:58:04
71370,32145,4,,2025-01-15 10:58:40
71371,32146,3,服务员冷漠，态度让我烦躁。,2025-01-13 20:59:10
71372,32147,5,菜品鲜美，令人满意，我非常开心！,2025-01-15 10:59:49
71373,32148,4,,2025-01-14 04:59:52
71374,32149,4,餐厅环境舒适，用餐氛围不错。,2025-01-15 03:59:55
71375,32150,5,太香喷喷了，出乎意料！,2025-01-13 15:00:23
71376,32151,4,太惊艳了，很惊喜！,2025-01-15 05:00:31
71377,32153,5,食材爽口，软硬适中，味道真的赞不绝口！,2025-01-13 14:01:02
71378,32156,4,包装高端大气，餐具齐全，细节专业水准。,2025-01-14 17:02:27
71379,32157,4,配送无延误，服务态度周到，体验无可挑剔。,2025-01-15 08:02:31
71380,32158,5,,2025-01-14 23:03:35
71381,32160,5,,2025-01-15 07:06:50
71382,32161,4,,2025-01-14 01:07:28
71383,32164,5,整体体验完美，特别无可挑剔！,2025-01-14 20:09:46
71384,32166,4,第一次尝试，让我惊讶，会推荐给朋友。,2025-01-14 11:11:08
71385,32167,4,,2025-01-14 08:11:39
71386,32169,5,价格合理，很值得，性价比超高！,2025-01-14 17:11:46
71387,32170,4,,2025-01-15 02:11:48
71388,32171,5,太惊艳了，超乎想象！,2025-01-13 17:11:52
71389,32172,4,餐厅环境安静，用餐氛围不错。,2025-01-13 20:12:03
71390,32173,4,,2025-01-14 10:12:54
71391,32174,5,,2025-01-15 02:13:16
71392,32175,1,服务员冷漠，态度让我无语。,2025-01-14 17:13:25
71393,32176,4,,2025-01-14 20:13:45
71394,32177,4,,2025-01-14 10:14:32
71395,32178,4,,2025-01-14 03:14:54
71396,32182,4,食材色香俱佳，层次丰富，味道真的让人回味！,2025-01-13 21:17:31
71397,32184,5,菜品香浓，非常足，我非常开心！,2025-01-15 12:18:51
71398,32185,5,餐厅环境整洁，用餐氛围有格调。,2025-01-14 09:19:11
71399,32187,4,菜品惊艳，适中，我非常满意！,2025-01-13 19:19:59
71400,32188,4,包装环保，餐具贴心，细节很用心。,2025-01-14 09:20:09
71401,32189,4,,2025-01-14 23:20:44
71402,32190,5,,2025-01-14 03:21:13
71403,32191,4,配送准时，服务态度热情，体验愉快。,2025-01-14 06:21:42
71404,32192,5,,2025-01-15 07:22:00
71405,32194,4,整体体验五星好评，特别值得！,2025-01-14 05:22:41
71406,32195,4,整体体验值得点赞，特别值得！,2025-01-13 16:22:44
71407,32196,4,送餐员专业，服务真的很贴心。,2025-01-14 04:24:45
71408,32197,5,,2025-01-14 09:25:11
71409,32200,1,,2025-01-13 21:26:24
71410,32202,5,,2025-01-14 19:27:50
71411,32204,2,,2025-01-14 16:28:09
71412,32205,5,,2025-01-13 13:28:55
71413,32206,4,食材充满活力，软硬适中，味道真的惊艳！,2025-01-14 04:29:10
71414,32207,1,,2025-01-14 17:29:28
71415,32208,4,包装环保，餐具卫生，细节令人感动。,2025-01-15 11:29:45
71416,32209,3,本来期望很高，结果让人失望。,2025-01-13 15:29:47
71417,32210,5,包装环保，餐具干净，细节细节到位。,2025-01-14 07:30:25
71418,32212,5,价格合理，超满意，性价比超高！,2025-01-15 03:31:22
71419,32213,1,,2025-01-15 04:31:30
71420,32214,4,,2025-01-14 23:31:47
71421,32217,2,配送超时，不耐烦，体验糟糕。,2025-01-13 17:33:25
71422,32219,3,味道不入味，完全差距大。,2025-01-14 05:34:28
71423,32220,5,送餐员热心，服务真的值得表扬。,2025-01-14 07:34:58
71424,32221,4,价格亲民，超高性价比，性价比超高！,2025-01-15 10:35:41
71425,32223,5,整体体验值得点赞，特别无可挑剔！,2025-01-14 18:36:29
71426,32227,4,,2025-01-13 21:37:16
71427,32229,5,包装精美，餐具实用，细节专业水准。,2025-01-13 14:37:32
71428,32231,4,,2025-01-14 20:38:17
71429,32232,5,,2025-01-13 23:38:20
71430,32233,5,太美味了，超乎想象！,2025-01-13 17:39:03
71431,32235,5,配送准时，服务态度友好，体验愉快。,2025-01-15 02:39:27
71432,32236,5,,2025-01-14 20:39:35
71433,32237,5,菜品惊艳，恰到好处，我非常惊喜！,2025-01-15 08:39:51
71434,32239,4,送餐员亲切，服务真的值得表扬。,2025-01-14 18:39:58
71435,32240,4,食材新鲜，口感细腻，味道真的让人回味！,2025-01-14 05:40:03
71436,32241,4,整体体验值得点赞，特别推荐！,2025-01-15 06:40:17
71437,32242,4,,2025-01-14 04:40:39
71438,32243,4,,2025-01-13 13:41:12
71439,32244,1,餐具不卫生，不卫生，真的很失望。,2025-01-13 17:42:40
71440,32245,4,食材新鲜，软硬适中，味道真的一流！,2025-01-14 10:42:58
71441,32247,4,,2025-01-15 11:43:28
71442,32250,5,菜品可口，令人满意，我非常满足！,2025-01-14 13:44:52
71443,32251,5,,2025-01-14 20:46:26
71444,32252,5,包装高端大气，餐具卫生，细节很用心。,2025-01-15 02:46:45
71445,32253,4,菜品惊艳，令人满意，我非常喜欢！,2025-01-15 06:47:22
71446,32254,2,,2025-01-15 11:49:33
71447,32255,5,送餐员特别友好，服务真的值得表扬。,2025-01-14 02:51:09
71448,32257,4,太让人陶醉了，出乎意料！,2025-01-14 12:52:00
71449,32259,4,,2025-01-14 16:52:29
71450,32261,4,,2025-01-14 09:53:06
71451,32262,4,,2025-01-14 09:53:27
71452,32263,2,,2025-01-15 04:53:37
71453,32265,5,,2025-01-15 05:55:08
71454,32266,4,价格便宜实惠，物超所值，性价比超高！,2025-01-15 02:55:12
71455,32267,4,,2025-01-14 05:55:27
71456,32270,5,,2025-01-14 08:56:47
71457,32271,4,太惊艳了，完全超预期！,2025-01-15 12:57:01
71458,32272,5,,2025-01-15 01:57:12
71459,32273,5,,2025-01-15 03:57:50
71460,32274,4,,2025-01-14 23:57:57
71461,32275,5,餐厅环境有氛围，用餐氛围不错。,2025-01-13 22:00:06
71462,32276,4,菜品绝佳，分量十足，我非常开心！,2025-01-15 00:00:10
71463,32278,5,,2025-01-13 17:00:33
71464,32279,4,太让人陶醉了，完全超预期！,2025-01-14 00:00:35
71465,32280,4,,2025-01-15 09:00:36
71466,32281,5,包装整洁，餐具齐全，细节无可挑剔。,2025-01-15 06:00:59
71467,32284,5,配送提前送达，服务态度周到，体验无可挑剔。,2025-01-14 15:01:39
71468,32285,5,,2025-01-13 18:01:59
71469,32286,4,,2025-01-15 07:02:39
71470,32287,4,送餐员专业，服务真的超级棒。,2025-01-13 16:02:50
71471,32288,5,食材充满活力，入口即化，味道真的惊艳！,2025-01-15 00:02:50
71472,32290,5,餐厅环境舒适，用餐氛围有格调。,2025-01-14 07:02:57
71473,32291,4,包装严密，餐具干净，细节专业水准。,2025-01-15 01:03:01
71474,32293,1,本来期望期待满满，结果让人失望。,2025-01-14 15:03:35
71475,32294,5,,2025-01-14 13:03:47
71476,32295,5,太惊艳了，很惊喜！,2025-01-15 04:03:55
71477,32297,4,包装严密，餐具齐全，细节很用心。,2025-01-14 16:04:09
71478,32298,5,,2025-01-14 06:04:21
71479,32299,5,,2025-01-13 15:05:07
71480,32300,5,,2025-01-13 22:05:16
71481,32301,5,整体体验完美，特别推荐！,2025-01-15 04:05:19
71482,32302,5,餐厅环境安静，用餐氛围温暖。,2025-01-14 10:05:31
71483,32304,5,餐厅环境温馨，用餐氛围温暖。,2025-01-15 00:05:38
71484,32305,5,,2025-01-14 06:05:44
71485,32307,5,包装整洁，餐具贴心，细节专业水准。,2025-01-14 15:06:10
71486,32310,4,,2025-01-14 20:06:26
71487,32311,5,,2025-01-14 18:06:31
71488,32313,5,送餐员特别友好，服务真的很贴心。,2025-01-13 18:06:49
71489,32314,4,价格合理，超高性价比，性价比超高！,2025-01-14 21:07:21
71490,32318,5,,2025-01-13 14:09:18
71491,32319,5,,2025-01-13 17:09:25
71492,32320,5,食材色香俱佳，入口即化，味道真的一流！,2025-01-14 04:09:38
71493,32322,4,,2025-01-14 07:09:53
71494,32323,2,配送延迟，态度冷淡，体验差强人意。,2025-01-15 06:10:48
71495,32324,1,,2025-01-13 21:11:05
71496,32325,5,,2025-01-13 23:11:23
71497,32328,5,价格超值，超高性价比，性价比超高！,2025-01-14 18:11:48
71498,32330,4,食材新鲜，口感细腻，味道真的让人回味！,2025-01-14 06:12:53
71499,32333,4,整体体验非常棒，特别值得！,2025-01-15 13:13:07
71500,32334,5,,2025-01-15 06:13:31
71501,32335,5,包装精美，餐具贴心，细节无可挑剔。,2025-01-14 04:13:49
71502,32336,5,整体体验非常棒，特别满意！,2025-01-15 10:14:07
71503,32337,5,整体体验值得点赞，特别无可挑剔！,2025-01-15 01:14:34
71504,32338,5,送餐员专业，服务真的赞。,2025-01-15 11:15:29
71505,32339,5,,2025-01-14 15:15:37
71506,32340,3,,2025-01-15 04:15:49
71507,32341,5,送餐员热心，服务真的赞。,2025-01-14 09:15:57
71508,32342,4,第一次尝试，比预期好，会再来光顾。,2025-01-14 18:16:08
71509,32344,5,,2025-01-15 01:16:39
71510,32347,4,,2025-01-15 12:17:30
71511,32348,5,食材健康，层次丰富，味道真的赞不绝口！,2025-01-14 19:17:43
71512,32350,5,价格亲民，超高性价比，性价比超高！,2025-01-13 22:19:18
71513,32351,5,,2025-01-13 16:19:20
71514,32352,5,食材爽口，有嚼劲，味道真的一流！,2025-01-14 23:20:11
71515,32353,4,,2025-01-14 04:20:55
71516,32355,5,,2025-01-14 13:21:37
71517,32356,4,,2025-01-14 13:21:50
