material_id,name,allergens,calorie,carbon_emission,protein,fat,carbohydrate
23863,花生,花生,6.1,0.03,0.29,0.47,0.15
23864,白菜,,0.15,0.01,0.01,0.01,0.02
23865,胡萝卜,,0.43,0.0,0.01,0.01,0.11
23866,黄瓜,,0.15,0.0,0.02,0.01,0.03
23867,小麦,小麦,3.49,0.02,0.13,0.01,0.7
23868,鸡蛋,鸡蛋,1.49,0.05,0.14,0.1,0.02
23869,牛肉,,2.32,0.27,0.29,0.15,0.01
23870,胡萝卜,,0.35,0.02,0.02,0.01,0.1
23871,鸡蛋,鸡蛋,1.54,0.04,0.13,0.11,0.02
23872,西红柿,,0.22,0.0,0.01,0.0,0.04
23873,白菜,,0.13,0.0,0.01,0.01,0.03
23874,白菜,,0.11,0.01,0.02,0.0,0.02
23875,小麦,小麦,3.1,0.01,0.12,0.02,0.7
23876,胡萝卜,,0.4,0.02,0.01,0.0,0.09
23877,牛肉,,2.52,0.28,0.26,0.14,0.0
23878,猪肉,,2.22,0.13,0.21,0.15,0.01
23879,牛肉,,2.49,0.28,0.27,0.15,0.01
23880,大豆,大豆,4.89,0.02,0.36,0.22,0.3
23881,小麦,小麦,3.09,0.02,0.13,0.02,0.69
23882,花生,花生,5.5,0.03,0.25,0.47,0.19
23883,牛肉,,2.37,0.29,0.27,0.13,0.01
23884,鸡肉,,2.43,0.08,0.3,0.13,0.0
23885,大豆,大豆,4.61,0.02,0.36,0.18,0.3
23886,鸡蛋,鸡蛋,1.61,0.06,0.15,0.1,0.01
23887,小麦,小麦,3.31,0.01,0.12,0.01,0.65
23888,鸡肉,,2.32,0.07,0.26,0.15,0.01
23889,大豆,大豆,4.74,0.03,0.37,0.2,0.3
23890,猪肉,,2.61,0.1,0.22,0.16,0.0
23891,胡萝卜,,0.42,0.01,0.01,0.0,0.1
23892,胡萝卜,,0.43,0.02,0.01,0.0,0.09
23893,鸡肉,,2.63,0.06,0.29,0.15,0.01
23894,白菜,,0.12,0.01,0.02,0.01,0.03
23895,牛肉,,2.4,0.27,0.24,0.15,0.01
23896,牛肉,,2.33,0.28,0.25,0.16,0.01
23897,鸡蛋,鸡蛋,1.31,0.06,0.13,0.12,0.01
23898,鸡肉,,2.56,0.08,0.27,0.15,0.0
23899,大豆,大豆,5.06,0.02,0.35,0.22,0.32
23900,大豆,大豆,4.53,0.03,0.37,0.21,0.28
23901,鸡蛋,鸡蛋,1.59,0.04,0.14,0.12,0.02
23902,小麦,小麦,2.91,0.02,0.12,0.01,0.7
23903,白菜,,0.12,0.01,0.02,0.01,0.02
23904,大豆,大豆,4.73,0.03,0.36,0.19,0.29
23905,鸡肉,,2.59,0.08,0.28,0.13,0.0
23906,鸡肉,,2.53,0.07,0.29,0.17,0.01
23907,西红柿,,0.22,0.01,0.01,0.01,0.03
23908,牛肉,,2.42,0.28,0.24,0.15,0.0
23909,猪肉,,2.42,0.13,0.21,0.12,0.0
23910,白菜,,0.14,0.01,0.02,0.01,0.02
23911,牛肉,,2.59,0.26,0.26,0.14,0.0
23912,花生,花生,5.38,0.02,0.26,0.52,0.17
23913,黄瓜,,0.14,0.0,0.02,0.0,0.04
23914,黄瓜,,0.2,0.0,0.02,0.0,0.03
23915,鸡肉,,2.58,0.07,0.28,0.16,0.0
23916,西红柿,,0.18,0.0,0.02,0.0,0.05
23917,鸡肉,,2.38,0.06,0.29,0.14,0.0
23918,西红柿,,0.17,0.0,0.02,0.01,0.04
23919,黄瓜,,0.2,0.01,0.01,0.0,0.04
23920,白菜,,0.15,0.0,0.02,0.01,0.02
23921,胡萝卜,,0.41,0.01,0.01,0.01,0.1
23922,小麦,小麦,3.42,0.02,0.15,0.01,0.71
23923,白菜,,0.16,0.01,0.01,0.0,0.02
23924,鸡蛋,鸡蛋,1.65,0.06,0.13,0.13,0.02
23925,西红柿,,0.24,0.01,0.02,0.0,0.05
23926,黄瓜,,0.17,0.01,0.01,0.0,0.05
23927,牛奶,牛奶,0.39,0.03,0.03,0.01,0.05
23928,胡萝卜,,0.44,0.0,0.02,0.0,0.12
23929,鸡肉,,2.49,0.08,0.24,0.17,0.0
23930,猪肉,,2.58,0.14,0.23,0.14,0.01
23931,鸡蛋,鸡蛋,1.2,0.04,0.14,0.1,0.02
23932,牛奶,牛奶,0.39,0.02,0.02,0.01,0.05
23933,鸡肉,,2.28,0.07,0.26,0.12,0.0
23934,花生,花生,5.99,0.03,0.26,0.54,0.19
23935,鸡蛋,鸡蛋,1.15,0.05,0.12,0.1,0.02
23936,鸡肉,,2.36,0.07,0.26,0.14,0.0
23937,鸡蛋,鸡蛋,1.81,0.05,0.13,0.11,0.02
23938,鸡肉,,2.63,0.07,0.26,0.14,0.01
23939,鸡肉,,2.58,0.07,0.29,0.13,0.0
23940,西红柿,,0.15,0.01,0.01,0.0,0.05
23941,白菜,,0.16,0.0,0.01,0.0,0.02
23942,牛肉,,2.56,0.29,0.26,0.14,0.01
23943,鸡肉,,2.47,0.06,0.25,0.13,0.01
23944,花生,花生,6.2,0.03,0.27,0.48,0.16
23945,猪肉,,2.15,0.1,0.24,0.13,0.01
23946,西红柿,,0.23,0.01,0.02,0.01,0.04
23947,牛肉,,2.45,0.28,0.25,0.16,0.01
23948,西红柿,,0.18,0.01,0.02,0.01,0.05
23949,牛奶,牛奶,0.41,0.01,0.04,0.02,0.05
23950,鸡肉,,2.33,0.06,0.26,0.12,0.01
23951,黄瓜,,0.17,0.01,0.01,0.0,0.05
23952,大豆,大豆,4.81,0.02,0.37,0.2,0.33
23953,胡萝卜,,0.42,0.01,0.01,0.01,0.09
23954,鸡肉,,2.35,0.06,0.26,0.15,0.0
23955,鸡肉,,2.47,0.07,0.28,0.16,0.01
23956,牛奶,牛奶,0.35,0.02,0.03,0.02,0.05
23957,猪肉,,2.52,0.11,0.2,0.14,0.01
23958,小麦,小麦,3.16,0.02,0.14,0.01,0.69
23959,西红柿,,0.17,0.01,0.02,0.0,0.04
23960,鸡蛋,鸡蛋,1.22,0.04,0.15,0.1,0.02
23961,西红柿,,0.25,0.0,0.01,0.0,0.04
23962,小麦,小麦,3.22,0.02,0.11,0.01,0.68
23963,黄瓜,,0.18,0.0,0.02,0.01,0.04
23964,白菜,,0.1,0.01,0.01,0.0,0.03
23965,白菜,,0.11,0.01,0.01,0.01,0.01
23966,白菜,,0.14,0.0,0.01,0.0,0.03
23967,黄瓜,,0.19,0.0,0.01,0.01,0.05
23968,黄瓜,,0.17,0.0,0.01,0.01,0.03
23969,黄瓜,,0.18,0.0,0.02,0.01,0.04
23970,花生,花生,5.28,0.03,0.26,0.54,0.17
23971,胡萝卜,,0.43,0.01,0.02,0.0,0.09
23972,鸡蛋,鸡蛋,1.28,0.05,0.15,0.12,0.02
23973,鸡蛋,鸡蛋,1.79,0.04,0.13,0.12,0.02
23974,牛肉,,2.63,0.28,0.26,0.14,0.01
23975,牛肉,,2.57,0.29,0.25,0.15,0.0
23976,牛肉,,2.29,0.29,0.26,0.14,0.01
23977,大豆,大豆,4.56,0.01,0.38,0.18,0.32
23978,黄瓜,,0.19,0.01,0.02,0.01,0.03
23979,小麦,小麦,3.15,0.01,0.14,0.01,0.7
23980,胡萝卜,,0.35,0.02,0.01,0.01,0.1
23981,小麦,小麦,3.13,0.01,0.12,0.02,0.71
23982,花生,花生,5.8,0.03,0.24,0.52,0.14
23983,花生,花生,5.1,0.02,0.24,0.5,0.16
23984,白菜,,0.13,0.01,0.01,0.0,0.02
23985,鸡蛋,鸡蛋,1.21,0.06,0.13,0.09,0.01
23986,鸡肉,,2.62,0.07,0.29,0.14,0.01
23987,猪肉,,2.43,0.14,0.23,0.15,0.01
23988,白菜,,0.11,0.0,0.02,0.0,0.02
23989,鸡蛋,鸡蛋,1.59,0.06,0.12,0.09,0.02
23990,鸡肉,,2.44,0.06,0.29,0.16,0.0
23991,牛奶,牛奶,0.4,0.02,0.03,0.02,0.05
23992,鸡肉,,2.35,0.07,0.28,0.15,0.0
23993,花生,花生,5.88,0.03,0.26,0.46,0.17
23994,黄瓜,,0.15,0.0,0.01,0.0,0.04
23995,黄瓜,,0.12,0.01,0.02,0.01,0.05
23996,黄瓜,,0.21,0.0,0.01,0.0,0.04
23997,胡萝卜,,0.43,0.01,0.01,0.01,0.08
23998,花生,花生,5.46,0.03,0.27,0.47,0.14
23999,猪肉,,2.56,0.13,0.23,0.13,0.01
24000,鸡肉,,2.4,0.07,0.28,0.14,0.01
24001,花生,花生,6.13,0.02,0.27,0.45,0.15
24002,牛肉,,2.63,0.26,0.24,0.17,0.01
24003,鸡肉,,2.4,0.07,0.24,0.15,0.01
24004,白菜,,0.16,0.01,0.01,0.0,0.02
24005,花生,花生,5.68,0.04,0.24,0.51,0.17
24006,鸡肉,,2.19,0.06,0.24,0.14,0.0
24007,鸡肉,,2.15,0.06,0.28,0.12,0.0
24008,牛肉,,2.51,0.26,0.26,0.16,0.01
24009,猪肉,,2.43,0.12,0.23,0.13,0.0
24010,白菜,,0.15,0.01,0.01,0.01,0.03
24011,白菜,,0.11,0.01,0.01,0.01,0.01
24012,小麦,小麦,3.37,0.02,0.14,0.01,0.7
24013,西红柿,,0.19,0.0,0.01,0.01,0.04
24014,花生,花生,6.19,0.02,0.23,0.48,0.17
24015,鸡肉,,2.44,0.06,0.27,0.13,0.0
24016,鸡蛋,鸡蛋,1.48,0.06,0.14,0.09,0.02
24017,黄瓜,,0.15,0.0,0.01,0.01,0.04
24018,白菜,,0.14,0.0,0.01,0.0,0.02
24019,胡萝卜,,0.41,0.0,0.01,0.01,0.12
24020,鸡肉,,2.36,0.07,0.28,0.16,0.01
24021,西红柿,,0.19,0.01,0.02,0.0,0.05
24022,大豆,大豆,4.56,0.03,0.36,0.21,0.31
24023,小麦,小麦,3.15,0.03,0.14,0.03,0.71
24024,大豆,大豆,4.63,0.02,0.36,0.19,0.29
24025,鸡蛋,鸡蛋,1.62,0.05,0.11,0.13,0.01
24026,牛肉,,2.57,0.27,0.23,0.17,0.0
24027,黄瓜,,0.19,0.01,0.01,0.01,0.05
24028,鸡蛋,鸡蛋,1.34,0.06,0.13,0.1,0.02
24029,鸡肉,,2.67,0.07,0.28,0.13,0.01
24030,小麦,小麦,3.35,0.02,0.14,0.02,0.73
24031,鸡蛋,鸡蛋,1.36,0.04,0.15,0.1,0.02
24032,牛肉,,2.36,0.27,0.27,0.15,0.01
24033,牛肉,,2.62,0.26,0.25,0.13,0.01
24034,大豆,大豆,4.31,0.02,0.4,0.19,0.29
24035,黄瓜,,0.19,0.01,0.01,0.0,0.04
24036,小麦,小麦,3.34,0.01,0.12,0.02,0.7
24037,牛奶,牛奶,0.38,0.02,0.03,0.01,0.06
24038,黄瓜,,0.16,0.01,0.01,0.01,0.05
24039,鸡蛋,鸡蛋,1.3,0.06,0.14,0.09,0.02
24040,大豆,大豆,4.63,0.01,0.37,0.19,0.32
24041,大豆,大豆,4.37,0.01,0.33,0.21,0.27
24042,白菜,,0.14,0.0,0.01,0.01,0.02
24043,黄瓜,,0.19,0.0,0.01,0.0,0.04
24044,猪肉,,2.18,0.11,0.24,0.15,0.01
24045,大豆,大豆,4.29,0.03,0.38,0.23,0.31
24046,鸡肉,,2.39,0.06,0.28,0.14,0.01
24047,花生,花生,5.46,0.03,0.25,0.47,0.16
24048,牛肉,,2.57,0.25,0.26,0.16,0.0
24049,鸡蛋,鸡蛋,1.8,0.06,0.16,0.09,0.01
24050,黄瓜,,0.19,0.0,0.02,0.01,0.04
24051,胡萝卜,,0.35,0.01,0.02,0.01,0.11
24052,鸡肉,,2.44,0.08,0.28,0.16,0.01
24053,牛奶,牛奶,0.45,0.01,0.03,0.02,0.04
24054,鸡蛋,鸡蛋,1.49,0.06,0.12,0.1,0.02
24055,西红柿,,0.18,0.0,0.02,0.01,0.04
24056,黄瓜,,0.17,0.0,0.01,0.0,0.03
24057,黄瓜,,0.12,0.01,0.01,0.0,0.04
24058,西红柿,,0.18,0.0,0.02,0.01,0.05
24059,牛肉,,2.56,0.27,0.27,0.16,0.0
24060,牛奶,牛奶,0.5,0.03,0.03,0.02,0.04
24061,小麦,小麦,3.54,0.03,0.13,0.02,0.7
24062,鸡肉,,2.27,0.07,0.24,0.16,0.0
24063,黄瓜,,0.18,0.0,0.02,0.0,0.04
24064,鸡蛋,鸡蛋,1.22,0.06,0.12,0.09,0.02
24065,牛肉,,2.59,0.26,0.24,0.13,0.01
24066,西红柿,,0.18,0.01,0.01,0.0,0.04
24067,鸡蛋,鸡蛋,1.47,0.06,0.13,0.1,0.02
24068,小麦,小麦,3.15,0.02,0.13,0.01,0.67
24069,猪肉,,2.36,0.11,0.23,0.13,0.01
24070,鸡肉,,2.25,0.08,0.27,0.13,0.01
24071,鸡蛋,鸡蛋,1.46,0.05,0.12,0.09,0.01
24072,鸡肉,,2.23,0.08,0.27,0.15,0.0
24073,鸡肉,,2.34,0.07,0.26,0.15,0.01
24074,小麦,小麦,3.38,0.01,0.14,0.02,0.68
24075,黄瓜,,0.14,0.01,0.01,0.01,0.04
24076,黄瓜,,0.15,0.0,0.02,0.0,0.04
24077,牛肉,,2.64,0.28,0.24,0.14,0.0
24078,小麦,小麦,3.44,0.01,0.12,0.01,0.69
24079,猪肉,,2.43,0.13,0.2,0.15,0.01
24080,小麦,小麦,3.26,0.02,0.14,0.02,0.72
24081,花生,花生,5.4,0.03,0.25,0.51,0.17
24082,鸡肉,,2.4,0.07,0.27,0.14,0.0
24083,牛肉,,2.58,0.26,0.28,0.14,0.01
24084,鸡肉,,2.39,0.08,0.28,0.13,0.0
24085,胡萝卜,,0.44,0.0,0.01,0.01,0.09
24086,胡萝卜,,0.4,0.0,0.01,0.0,0.09
24087,西红柿,,0.15,0.0,0.01,0.0,0.03
24088,白菜,,0.12,0.0,0.01,0.0,0.02
24089,花生,花生,5.69,0.03,0.27,0.48,0.14
24090,鸡蛋,鸡蛋,1.59,0.05,0.13,0.12,0.02
24091,牛肉,,2.49,0.26,0.25,0.14,0.0
24092,胡萝卜,,0.39,0.0,0.02,0.01,0.08
24093,西红柿,,0.25,0.0,0.02,0.01,0.05
24094,花生,花生,5.85,0.03,0.28,0.53,0.16
24095,鸡蛋,鸡蛋,1.49,0.05,0.11,0.13,0.02
24096,黄瓜,,0.16,0.0,0.02,0.01,0.04
24097,西红柿,,0.2,0.0,0.01,0.01,0.04
24098,胡萝卜,,0.39,0.0,0.01,0.0,0.08
24099,白菜,,0.13,0.0,0.01,0.01,0.02
24100,猪肉,,2.51,0.11,0.21,0.12,0.0
24101,鸡肉,,2.51,0.07,0.27,0.14,0.01
24102,黄瓜,,0.19,0.01,0.02,0.01,0.03
24103,胡萝卜,,0.36,0.02,0.01,0.0,0.1
24104,猪肉,,2.22,0.1,0.21,0.15,0.01
24105,鸡肉,,2.63,0.06,0.3,0.12,0.01
24106,鸡肉,,2.46,0.06,0.28,0.15,0.01
24107,小麦,小麦,3.54,0.02,0.14,0.03,0.65
24108,白菜,,0.14,0.0,0.02,0.0,0.02
24109,白菜,,0.15,0.01,0.01,0.01,0.02
24110,猪肉,,2.48,0.1,0.22,0.13,0.01
24111,胡萝卜,,0.46,0.0,0.02,0.01,0.08
24112,小麦,小麦,3.29,0.01,0.15,0.02,0.73
24113,西红柿,,0.21,0.01,0.02,0.0,0.05
24114,胡萝卜,,0.39,0.02,0.01,0.0,0.11
24115,牛奶,牛奶,0.39,0.02,0.04,0.02,0.06
24116,胡萝卜,,0.38,0.01,0.01,0.0,0.1
24117,猪肉,,2.28,0.11,0.23,0.12,0.0
24118,猪肉,,2.21,0.11,0.19,0.13,0.01
24119,小麦,小麦,3.34,0.02,0.15,0.02,0.68
24120,大豆,大豆,4.69,0.02,0.38,0.17,0.33
24121,大豆,大豆,4.11,0.02,0.42,0.2,0.32
24122,花生,花生,5.18,0.02,0.24,0.5,0.16
24123,黄瓜,,0.19,0.01,0.01,0.0,0.04
24124,胡萝卜,,0.45,0.02,0.02,0.0,0.12
24125,小麦,小麦,3.09,0.03,0.11,0.03,0.72
24126,大豆,大豆,4.95,0.03,0.41,0.2,0.3
24127,猪肉,,2.34,0.14,0.21,0.15,0.01
24128,西红柿,,0.2,0.01,0.01,0.01,0.04
24129,花生,花生,5.33,0.02,0.24,0.53,0.16
24130,白菜,,0.13,0.0,0.01,0.01,0.03
24131,黄瓜,,0.19,0.01,0.02,0.01,0.05
24132,胡萝卜,,0.4,0.01,0.02,0.01,0.09
24133,胡萝卜,,0.36,0.01,0.02,0.01,0.11
24134,黄瓜,,0.2,0.0,0.01,0.01,0.05
24135,鸡蛋,鸡蛋,1.41,0.06,0.12,0.1,0.02
24136,大豆,大豆,4.6,0.02,0.35,0.22,0.3
24137,胡萝卜,,0.38,0.02,0.01,0.0,0.1
24138,鸡肉,,2.55,0.06,0.28,0.15,0.01
24139,花生,花生,5.12,0.03,0.23,0.5,0.17
24140,鸡肉,,2.38,0.08,0.27,0.15,0.0
24141,鸡蛋,鸡蛋,1.51,0.05,0.14,0.13,0.02
24142,牛肉,,2.31,0.27,0.27,0.13,0.0
24143,黄瓜,,0.19,0.01,0.02,0.01,0.05
24144,大豆,大豆,4.2,0.02,0.36,0.19,0.3
24145,猪肉,,2.58,0.13,0.22,0.15,0.0
24146,牛肉,,2.58,0.26,0.27,0.16,0.0
24147,猪肉,,2.19,0.12,0.21,0.12,0.0
24148,牛奶,牛奶,0.5,0.02,0.02,0.02,0.04
24149,牛奶,牛奶,0.43,0.02,0.02,0.01,0.05
24150,牛奶,牛奶,0.38,0.02,0.02,0.01,0.06
24151,牛肉,,2.39,0.29,0.26,0.14,0.01
24152,鸡肉,,2.23,0.07,0.25,0.15,0.01
24153,白菜,,0.12,0.0,0.01,0.0,0.03
24154,猪肉,,2.49,0.1,0.22,0.13,0.01
24155,黄瓜,,0.16,0.0,0.02,0.0,0.05
24156,白菜,,0.15,0.01,0.02,0.0,0.02
24157,大豆,大豆,4.59,0.01,0.38,0.21,0.32
24158,牛奶,牛奶,0.52,0.03,0.02,0.01,0.04
24159,西红柿,,0.19,0.0,0.01,0.01,0.03
24160,牛奶,牛奶,0.47,0.03,0.02,0.01,0.04
24161,牛肉,,2.44,0.28,0.25,0.12,0.0
24162,小麦,小麦,3.13,0.02,0.12,0.01,0.72
24163,牛奶,牛奶,0.39,0.01,0.02,0.02,0.04
24164,鸡肉,,2.35,0.07,0.25,0.14,0.0
24165,鸡肉,,2.55,0.06,0.26,0.14,0.0
24166,白菜,,0.11,0.01,0.01,0.0,0.02
24167,牛奶,牛奶,0.41,0.01,0.03,0.02,0.05
24168,胡萝卜,,0.4,0.0,0.02,0.0,0.11
24169,牛奶,牛奶,0.41,0.02,0.03,0.02,0.04
24170,黄瓜,,0.13,0.0,0.02,0.0,0.03
24171,西红柿,,0.2,0.01,0.02,0.01,0.05
24172,鸡肉,,2.43,0.07,0.26,0.14,0.0
24173,白菜,,0.12,0.01,0.01,0.0,0.03
24174,猪肉,,2.53,0.11,0.23,0.15,0.01
24175,花生,花生,5.79,0.02,0.23,0.45,0.17
24176,西红柿,,0.24,0.0,0.01,0.01,0.04
24177,鸡肉,,2.42,0.07,0.25,0.15,0.0
24178,胡萝卜,,0.41,0.02,0.01,0.01,0.11
24179,牛肉,,2.39,0.27,0.25,0.16,0.01
24180,牛肉,,2.41,0.25,0.26,0.17,0.0
24181,胡萝卜,,0.37,0.01,0.02,0.01,0.09
24182,小麦,小麦,3.17,0.03,0.12,0.02,0.63
24183,牛奶,牛奶,0.45,0.03,0.03,0.02,0.04
24184,西红柿,,0.22,0.0,0.01,0.01,0.04
24185,牛奶,牛奶,0.36,0.02,0.02,0.01,0.05
24186,西红柿,,0.26,0.0,0.01,0.0,0.04
24187,鸡蛋,鸡蛋,1.36,0.06,0.14,0.11,0.01
24188,黄瓜,,0.15,0.0,0.01,0.01,0.03
24189,胡萝卜,,0.42,0.01,0.01,0.01,0.08
24190,胡萝卜,,0.37,0.02,0.02,0.01,0.1
24191,猪肉,,2.44,0.12,0.23,0.14,0.01
24192,鸡肉,,2.34,0.08,0.29,0.14,0.0
24193,西红柿,,0.24,0.0,0.01,0.01,0.03
24194,胡萝卜,,0.43,0.0,0.01,0.01,0.1
24195,小麦,小麦,3.52,0.01,0.13,0.01,0.67
24196,白菜,,0.16,0.0,0.01,0.01,0.01
24197,西红柿,,0.16,0.01,0.01,0.01,0.04
24198,花生,花生,5.04,0.04,0.28,0.49,0.15
24199,牛肉,,2.79,0.28,0.25,0.15,0.0
24200,西红柿,,0.19,0.01,0.02,0.01,0.04
24201,小麦,小麦,3.28,0.01,0.13,0.03,0.67
24202,花生,花生,5.76,0.03,0.29,0.49,0.17
24203,牛肉,,2.73,0.26,0.27,0.14,0.0
24204,西红柿,,0.19,0.0,0.01,0.01,0.05
24205,小麦,小麦,2.99,0.01,0.14,0.02,0.71
24206,小麦,小麦,2.99,0.02,0.16,0.03,0.66
24207,小麦,小麦,3.22,0.03,0.13,0.01,0.69
24208,西红柿,,0.21,0.01,0.01,0.01,0.05
24209,猪肉,,2.52,0.12,0.25,0.16,0.0
24210,鸡肉,,2.53,0.07,0.28,0.16,0.0
24211,猪肉,,2.37,0.12,0.22,0.16,0.01
24212,花生,花生,6.06,0.03,0.25,0.52,0.17
24213,西红柿,,0.24,0.0,0.01,0.01,0.05
24214,大豆,大豆,4.61,0.03,0.38,0.19,0.31
24215,猪肉,,2.16,0.14,0.2,0.14,0.01
24216,鸡蛋,鸡蛋,1.56,0.05,0.12,0.12,0.01
24217,牛奶,牛奶,0.43,0.03,0.02,0.02,0.06
24218,花生,花生,5.48,0.03,0.25,0.46,0.17
24219,西红柿,,0.21,0.0,0.02,0.01,0.04
24220,牛奶,牛奶,0.35,0.03,0.04,0.01,0.05
24221,鸡蛋,鸡蛋,1.61,0.05,0.14,0.12,0.01
24222,鸡蛋,鸡蛋,1.67,0.05,0.12,0.11,0.01
24223,牛肉,,2.68,0.26,0.29,0.15,0.01
24224,猪肉,,2.23,0.12,0.22,0.14,0.0
24225,小麦,小麦,3.35,0.02,0.13,0.02,0.65
24226,牛肉,,2.7,0.29,0.27,0.13,0.01
24227,牛肉,,2.47,0.27,0.26,0.13,0.01
24228,猪肉,,2.32,0.12,0.2,0.16,0.01
24229,猪肉,,2.58,0.12,0.2,0.14,0.01
24230,鸡肉,,2.26,0.08,0.27,0.14,0.01
24231,鸡肉,,2.38,0.06,0.29,0.13,0.0
24232,猪肉,,2.23,0.13,0.24,0.12,0.01
24233,大豆,大豆,4.41,0.02,0.36,0.22,0.27
24234,西红柿,,0.26,0.01,0.02,0.0,0.05
24235,西红柿,,0.23,0.0,0.01,0.01,0.04
24236,小麦,小麦,3.29,0.02,0.13,0.02,0.73
24237,黄瓜,,0.12,0.01,0.01,0.0,0.05
24238,鸡肉,,2.46,0.06,0.28,0.12,0.0
24239,胡萝卜,,0.38,0.01,0.01,0.0,0.12
24240,猪肉,,2.4,0.11,0.24,0.13,0.01
24241,小麦,小麦,3.45,0.03,0.14,0.02,0.64
24242,胡萝卜,,0.34,0.02,0.01,0.0,0.11
24243,白菜,,0.16,0.0,0.02,0.0,0.02
24244,牛肉,,2.64,0.27,0.25,0.15,0.01
24245,猪肉,,2.39,0.13,0.2,0.14,0.0
24246,鸡肉,,2.31,0.06,0.26,0.13,0.0
24247,牛肉,,2.5,0.25,0.27,0.16,0.0
24248,猪肉,,2.42,0.1,0.22,0.14,0.0
24249,猪肉,,2.53,0.13,0.22,0.14,0.01
24250,黄瓜,,0.18,0.0,0.02,0.0,0.03
24251,鸡蛋,鸡蛋,1.57,0.06,0.12,0.1,0.02
24252,牛奶,牛奶,0.43,0.01,0.03,0.01,0.05
24253,胡萝卜,,0.35,0.02,0.02,0.01,0.08
24254,牛奶,牛奶,0.46,0.03,0.04,0.02,0.05
24255,猪肉,,2.4,0.11,0.22,0.13,0.01
24256,胡萝卜,,0.41,0.0,0.01,0.01,0.1
24257,胡萝卜,,0.44,0.01,0.02,0.0,0.11
24258,西红柿,,0.18,0.01,0.01,0.0,0.04
24259,小麦,小麦,2.94,0.02,0.12,0.03,0.7
24260,黄瓜,,0.14,0.01,0.02,0.0,0.04
24261,鸡肉,,2.36,0.07,0.24,0.12,0.01
24262,大豆,大豆,3.89,0.02,0.39,0.19,0.31
24263,牛肉,,2.42,0.29,0.26,0.17,0.01
24264,白菜,,0.12,0.0,0.01,0.0,0.01
24265,白菜,,0.14,0.0,0.01,0.01,0.02
24266,小麦,小麦,3.32,0.01,0.13,0.01,0.69
24267,牛奶,牛奶,0.38,0.01,0.03,0.01,0.06
24268,牛奶,牛奶,0.45,0.03,0.03,0.02,0.05
24269,花生,花生,5.39,0.04,0.25,0.49,0.17
24270,鸡肉,,2.48,0.07,0.28,0.13,0.01
24271,白菜,,0.16,0.01,0.02,0.0,0.01
24272,大豆,大豆,4.15,0.02,0.37,0.23,0.3
24273,猪肉,,2.13,0.14,0.23,0.15,0.0
24274,花生,花生,5.81,0.03,0.26,0.49,0.15
24275,牛肉,,2.67,0.26,0.26,0.16,0.0
24276,西红柿,,0.19,0.01,0.01,0.0,0.03
24277,鸡蛋,鸡蛋,1.51,0.05,0.13,0.11,0.02
24278,胡萝卜,,0.36,0.02,0.02,0.01,0.11
24279,花生,花生,5.09,0.03,0.29,0.52,0.16
24280,西红柿,,0.2,0.0,0.01,0.01,0.03
24281,鸡蛋,鸡蛋,1.47,0.06,0.13,0.11,0.01
24282,白菜,,0.11,0.0,0.01,0.01,0.02
24283,黄瓜,,0.12,0.0,0.02,0.01,0.04
24284,西红柿,,0.2,0.01,0.02,0.0,0.05
24285,鸡蛋,鸡蛋,1.65,0.05,0.11,0.09,0.01
24286,鸡肉,,2.38,0.07,0.27,0.15,0.0
24287,牛肉,,2.42,0.26,0.26,0.14,0.0
24288,牛肉,,2.56,0.28,0.27,0.14,0.01
24289,牛肉,,2.41,0.26,0.28,0.17,0.01
24290,白菜,,0.15,0.01,0.02,0.01,0.02
24291,猪肉,,2.4,0.12,0.22,0.11,0.01
24292,猪肉,,2.49,0.13,0.23,0.16,0.0
24293,花生,花生,5.49,0.04,0.29,0.5,0.14
24294,鸡肉,,2.36,0.07,0.26,0.14,0.01
24295,花生,花生,6.19,0.03,0.27,0.49,0.14
24296,大豆,大豆,3.92,0.01,0.38,0.2,0.29
24297,西红柿,,0.22,0.01,0.01,0.01,0.03
24298,猪肉,,2.69,0.13,0.21,0.16,0.0
24299,牛肉,,2.55,0.27,0.25,0.14,0.0
24300,黄瓜,,0.13,0.0,0.02,0.0,0.05
24301,鸡蛋,鸡蛋,1.38,0.06,0.15,0.12,0.01
24302,花生,花生,5.4,0.03,0.26,0.5,0.15
24303,胡萝卜,,0.45,0.0,0.02,0.0,0.09
24304,猪肉,,2.52,0.12,0.22,0.15,0.01
24305,花生,花生,5.58,0.03,0.23,0.52,0.17
24306,胡萝卜,,0.39,0.02,0.02,0.0,0.1
24307,小麦,小麦,2.97,0.02,0.11,0.02,0.75
24308,牛肉,,2.31,0.26,0.25,0.17,0.0
24309,鸡肉,,2.12,0.08,0.27,0.11,0.01
24310,猪肉,,2.41,0.12,0.23,0.15,0.01
24311,胡萝卜,,0.37,0.01,0.02,0.01,0.12
24312,黄瓜,,0.18,0.01,0.02,0.01,0.04
24313,鸡肉,,2.15,0.06,0.28,0.13,0.0
24314,小麦,小麦,3.33,0.02,0.13,0.03,0.69
24315,花生,花生,6.04,0.04,0.26,0.46,0.15
24316,猪肉,,2.34,0.13,0.21,0.15,0.01
24317,鸡肉,,2.48,0.07,0.28,0.14,0.0
24318,大豆,大豆,4.9,0.03,0.34,0.17,0.28
24319,西红柿,,0.26,0.0,0.01,0.0,0.04
24320,猪肉,,2.62,0.1,0.24,0.13,0.01
